Title,Conference,Synthetic_Labels
Moving big data to the cloud.,INFOCOM,VLDB
Simulation techniques for noise-analysis in the PLL design process.,ISCAS,ISCAS
An importance-driven radiosity algorithm.,SIGGRAPH,SIGGRAPH
Group Recommendation: Semantics and Efficiency.,VLDB,VLDB
Data Markets in the Cloud: An Opportunity for the Database Community.,VLDB,VLDB
Lighting and rendering <i>Alice in Wonderland</i>.,SIGGRAPH,SIGGRAPH
Content-adaptive parallax barriers for automultiscopic 3D display.,SIGGRAPH,SIGGRAPH
A low-phase-noise LC QVCO with bottom-series coupling and capacitor tapping.,ISCAS,ISCAS
Tunable Locally-Optimal Geographical Forwarding in Wireless Sensor Networks With Sleep-Wake Cycling Nodes.,INFOCOM,INFOCOM
Sailer: an effective search engine for unified retrieval of heterogeneous xml and web documents.,WWW,VLDB
On the Trade-Off Between Energy and Multicast Efficiency in 802.16e-Like Mobile Networks.,INFOCOM,INFOCOM
The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,VLDB,VLDB
"The Implementation of GERM, An Entity-Relationship Data Base Management System",VLDB,VLDB
The webinos project.,WWW,WWW
Increasing scene complexity: distributed vectorized view culling.,SIGGRAPH,SIGGRAPH
Autocalibration for virtual environments tracking hardware.,SIGGRAPH,SIGGRAPH
Implementation of a Fuzzy-Set Theoretic Data Structure System (Abstract).,VLDB,VLDB
Advances in semantic multimedia analysis for personalised content access.,ISCAS,SIGGRAPH
Tonality Index of Sigma-Delta Modulators : A Psychoacoustics Model Based Approach.,ISCAS,ISCAS
Finding minimum interconnect sub-arrays in reconfigurable VLSI arrays.,ISCAS,ISCAS
Gimme' the context: context-driven automatic semantic annotation with C-PANKOW.,WWW,VLDB
Reducing the effects of component mismatch by using relative size information.,ISCAS,ISCAS
Scrolling behaviour with single- and multi-column layout.,WWW,SIGGRAPH
Analysis of TDMA crossbar real-time switch design for AFDX networks.,INFOCOM,INFOCOM
Encoder architecture with throughput over 10 Gbit/sec for quasi-cyclic LDPC codes.,ISCAS,ISCAS
A CNN approach to computing arbitrary Boolean functions.,ISCAS,ISCAS
A low-distortion fourth-order bandpass delta-sigma modulator.,ISCAS,ISCAS
Design of a Massively Parallel Vision Processor based on Multi-SIMD Architecture.,ISCAS,ISCAS
Joint Scheduling and Congestion Control in Mobile Ad-Hoc Networks.,INFOCOM,INFOCOM
Cat Shit One: the animated series.,SIGGRAPH,SIGGRAPH
Tree-structured linear-phase Nyquist FIR filter interpolators and decimators.,ISCAS,ISCAS
Evita raced: metacompilation for declarative networks.,VLDB,ISCAS
True Correlated Double Sampling and Comparator Design for Time-based Image Sensors.,ISCAS,ISCAS
Demonstration of the TrajStore System.,VLDB,VLDB
Service Capacity of Peer to Peer Networks.,INFOCOM,INFOCOM
An OAI Approach to Sharing Subject Gateway Content.,WWW,WWW
On Representing Incomplete Information in a Relational Data Base,VLDB,VLDB
Web projections: learning from contextual subgraphs of the web.,WWW,WWW
Exploring the cloud from passive measurements: The Amazon AWS case.,INFOCOM,INFOCOM
Multi-Layer Perceptron including glial pulse and switching between learning and non-learning.,ISCAS,ISCAS
Information Systems Design Approach Integrating Data and Transactions,VLDB,VLDB
Feline: Fast Elliptical Lines for Anisotropic Texture Mapping.,SIGGRAPH,SIGGRAPH
Memory-efficient scalable video encoder architecture for multi-source digital home environment.,ISCAS,ISCAS
Privacy-Aware Mobile Services over Road Networks.,VLDB,INFOCOM
Synthesis of Polynomial-based Nonlinear Device and Harmonic Shifting Technique for Virtual Bass System.,ISCAS,ISCAS
On the Distributions of the Relative Phase of Complex Wavelet Coefficients.,ISCAS,ISCAS
Network equilibrium of heterogeneous congestion control protocols.,INFOCOM,INFOCOM
An autostereoscopic display.,SIGGRAPH,SIGGRAPH
Beyond triangles: gigavoxels effects in video games.,SIGGRAPH,SIGGRAPH
"From ""Think Like a Vertex"" to ""Think Like a Graph"".",VLDB,VLDB
Deploying Mesh Nodes under Non-Uniform Propagation.,INFOCOM,INFOCOM
The stereoscopic conversion pipeline for John Carter.,SIGGRAPH,SIGGRAPH
Real-Time Databases (Panel).,VLDB,VLDB
Epidemiological Modelling of Peer-to-Peer Viruses and Pollution.,INFOCOM,ISCAS
Improving ReduceTask data locality for sequential MapReduce jobs.,INFOCOM,VLDB
Lip synchronization by acoustic inversion.,SIGGRAPH,ISCAS
Understanding user spatial behaviors for location-based recommendations.,WWW,WWW
A CMOS image sensor with spiking pixels for retinal stimulation.,ISCAS,ISCAS
On the throughput scaling of Cognitive Radio ad hoc networks.,INFOCOM,INFOCOM
Surface: a film from underneath.,SIGGRAPH,SIGGRAPH
Design of hybrid continuous-time discrete-time delta-sigma modulators.,ISCAS,ISCAS
Symmetry-aware analog layout placement design handling substrate-sharing constraints.,ISCAS,ISCAS
Architecture and algorithms for an IEEE 802.11-based multi-channel wireless mesh network.,INFOCOM,INFOCOM
Heavenly appeals.,SIGGRAPH,SIGGRAPH
Data Reuse method between Heterogeneous Partitions (DRHP) in H.264/AVC motion compensator.,ISCAS,ISCAS
A highly efficient method for extracting FSMs from flattened gate-level netlist.,ISCAS,ISCAS
An Object-based Approach to Plenoptic Video Processing.,ISCAS,SIGGRAPH
A comparative web browser (CWB) for browsing and comparing web pages.,WWW,WWW
A framework of spatio-temporal analysis for video surveillance.,ISCAS,SIGGRAPH
Low Fixed Pattern Noise Current-mode Imager Using Velocity Saturated Readout Transistors.,ISCAS,ISCAS
MLC STT-RAM design considering probabilistic and asymmetric MTJ switching.,ISCAS,ISCAS
Localized Statistical 3D Thermal Analysis Considering Electro-Thermal Coupling.,ISCAS,ISCAS
Joint relevance and freshness learning from clickthroughs for news search.,WWW,WWW
Measuring Availability in the Domain Name System.,INFOCOM,INFOCOM
Geographical topic discovery and comparison.,WWW,WWW
A pilot study of cyber security and privacy related behavior and personality traits.,WWW,WWW
An Energy-efficient Reconfigurable Viterbi Decoder on a Programmable Multiprocessor.,ISCAS,ISCAS
A Lightweight Approach to Semantic Tagging.,WWW,WWW
Indexing the Earth Mover's Distance Using Normal Distributions.,VLDB,VLDB
On the modeling and the stability of continuous-time Sigma-Delta-Modulators.,ISCAS,ISCAS
A high speed IC Random Number Generator based on phase noise in ring oscillators.,ISCAS,ISCAS
TURNUS: A design exploration framework for dataflow system design.,ISCAS,VLDB
A high speed configurable FPGA architecture for k-mean clustering.,ISCAS,ISCAS
The Internet Dark Matter - on the Missing Links in the AS Connectivity Map.,INFOCOM,INFOCOM
Empirical Evaluation of Techniques for Measuring Available Bandwidth.,INFOCOM,INFOCOM
Incremetal Spatio-Temporal Feature Extraction and Retrieval for Large Video Database.,ISCAS,VLDB
Advanced Peer Clustering and Firework Query Model in the Peer-to-Peer Network.,WWW,WWW
Novel VLSI implementation of Peano-Hilbert curve address generator.,ISCAS,ISCAS
Feasibility study of FPGA-based equalizer for 112-Gbit/s optical fiber receivers.,ISCAS,ISCAS
Near Optimal Multicriteria Spanner Constructions in Wireless Ad-Hoc Networks.,INFOCOM,INFOCOM
A Novel Zero Dynamics Design Method and its Application to Hydraulic Turbine Governor.,ISCAS,ISCAS
Adaptive channel equalization: A simplified approach using the quantized-LMF algorithm.,ISCAS,ISCAS
Sybil Attacks Against Mobile Users: Friends and Foes to the Rescue.,INFOCOM,INFOCOM
Hardness and Approximation of the Survivable Multi-Level Fat Tree Problem.,INFOCOM,INFOCOM
SnoopyTagging: recommending contextualized tags to increase the quality and quantity of meta-information.,WWW,WWW
How Bad is Suboptimal Rate Allocation?,INFOCOM,VLDB
Universal embedded compression engine for LCD TV system-on-a-chip with Band-Expansion Progressive Wavelet Coding.,ISCAS,ISCAS
Lightweight Mutual Authentication and Ownership Transfer for RFID Systems.,INFOCOM,WWW
Poisson AER generator: inter-spike-intervals analysis.,ISCAS,ISCAS
A high resolution and high accuracy R-2R DAC based on ordered element matching.,ISCAS,ISCAS
Features of memristor emulator-based artificial neural synapses.,ISCAS,ISCAS
Designing Information-Preserving Mapping Schemes for XML.,VLDB,VLDB
Active bandpass filter using transformer feedback in 0.18-&micro;m CMOS for 802.11a wireless LAN.,ISCAS,ISCAS
Learning to detect phishing emails.,WWW,WWW
Experimental results on wideband spectrum sensing using random sampling ADC in 90nm CMOS.,ISCAS,ISCAS
Computer graphics achievement award: Przemyslaw Prusinkiewicz.,SIGGRAPH,SIGGRAPH
Hardware implementation of the double-tree scan architecture.,ISCAS,ISCAS
An efficient distributed algorithm for resource allocation in large-scale coupled systems.,INFOCOM,VLDB
A Hall sensor microsystem with continuous gain calibration using fully integrated references.,ISCAS,ISCAS
A skip-list approach for efficiently processing forecasting queries.,VLDB,VLDB
Effective modeling of CT functions for fast simulations using MATLAB-Simulink and VHDLAMS applied to Sigma-Delta architectures.,ISCAS,ISCAS
Bargaining towards maximized resource utilization in video streaming datacenters.,INFOCOM,WWW
Limiting Sybil Attacks in Structured P2P Networks.,INFOCOM,WWW
On the Impact of Mobility on Multicast Capacity of Wireless Networks.,INFOCOM,INFOCOM
Location and the web (LocWeb 2008).,WWW,WWW
Emergence of equilibria from individual strategies in online content diffusion.,INFOCOM,WWW
Sigma delta ADC with a dynamic reference for accurate temperature and voltage sensing.,ISCAS,ISCAS
Context-aware image semantic extraction in the social web.,WWW,WWW
Statistical Databases.,VLDB,VLDB
Border Games in Cellular Networks.,INFOCOM,INFOCOM
PLASMA: A new routing paradigm for wireless multihop networks.,INFOCOM,INFOCOM
Towards Graph Containment Search and Indexing.,VLDB,VLDB
Issues in Distributed Database Management Systems: A Technical Overview.,VLDB,VLDB
A 20-MS/s sigma delta modulator for 802.11a applications.,ISCAS,ISCAS
VRML: Prelude and Future (Panel).,SIGGRAPH,SIGGRAPH
Super-resolution technique for thermography with dual-camera system.,ISCAS,ISCAS
XBenchMatch: a Benchmark for XML Schema Matching Tools.,VLDB,VLDB
Knowledge continuous integration process (K-CIP).,WWW,VLDB
Bare hand interaction in tabletop augmented reality.,SIGGRAPH,SIGGRAPH
"Full-Coverage and k-Connectivity (k=14, 6) Three Dimensional Networks.",INFOCOM,INFOCOM
Design of a step-up dc-dc converter with on-chip coupled inductors.,ISCAS,ISCAS
Curve-to-curve associations in spline-based inbetweening and sweeping.,SIGGRAPH,SIGGRAPH
Front-end amplifier of low-noise and tunable BW/gain for portable biomedical signal acquisition.,ISCAS,ISCAS
Assessing the Vulnerability of the Fiber Infrastructure to Disasters.,INFOCOM,INFOCOM
A multiparametric biosensor array for on-chip cell culture with feedback controlled microfluidics.,ISCAS,ISCAS
Predictive Load Control for Flexible Buffer Allocation.,VLDB,INFOCOM
A novel refractometer architecture.,ISCAS,INFOCOM
Non-uniform Recursive Subdivision Surfaces.,SIGGRAPH,SIGGRAPH
An Adaptive Hybrid Server Architecture for Client Caching ODBMSs.,VLDB,VLDB
Design of robust H<sup>&#8734;</sup> Filters for markovian jump systems with time-varying delays and parametric uncertainties.,ISCAS,ISCAS
Novel low complexity lattice filters with overflow property close to the normalized lattice.,ISCAS,ISCAS
Compound noise analysis in digital circuits using blind source separation.,ISCAS,ISCAS
Expertise networks in online communities: structure and algorithms.,WWW,WWW
Clustering in cooperative networks.,INFOCOM,WWW
A new WiMAX sigma-delta modulator with constant-Q active inductors.,ISCAS,ISCAS
"A 0.01%THD, 70dB PSRR Single Ended Class D using Variable Hysteresis Control for Headphone Amplifiers.",ISCAS,ISCAS
LOGML - XML Language for Web Usage Mining.,WWW,WWW
Stack memory design for a low-cost instruction folding Java processor.,ISCAS,ISCAS
Pixel-Level Image Fusion Scheme based on Linear Algebra.,ISCAS,SIGGRAPH
Watermarking in Conjugate Ordered Dither Block Truncation Coding Images.,ISCAS,SIGGRAPH
Scalable IP Lookup for Programmable Routers.,INFOCOM,INFOCOM
Multi-VPN Optimization for Scalable Routing via Relaying.,INFOCOM,INFOCOM
Random Sampling from B+ Trees.,VLDB,VLDB
Are Web Services the Next Revolution in e-Commerce? (Panel).,VLDB,INFOCOM
The Nonlinear Class-E Amplifier: A Case Study of Harmonic Balance Applied to Switched Circuits.,ISCAS,ISCAS
A Mechanism for Managing the Buffer Pool in a Relational Database System Using the Hot Set Model.,VLDB,VLDB
On the Use of Destination Set Grouping to Improve Inter-Receiver Fairness for Multicast ABR Sessions.,INFOCOM,INFOCOM
Quality Views: Capturing and Exploiting the User Perspective on Data Quality.,VLDB,VLDB
A Network Measurement Architecture for Adaptive Applications.,INFOCOM,INFOCOM
Effective early termination using adaptive search order for frame rate up-conversion.,ISCAS,SIGGRAPH
Two years of short URLs internet measurement: security threats and countermeasures.,WWW,INFOCOM
Scalable Cycle-Breaking Algorithms for Gigabit Ethernet Backbones.,INFOCOM,INFOCOM
Opportunistic Routing with Congestion Diversity in Wireless Multi-hop Networks.,INFOCOM,INFOCOM
A low-voltage low-noise DC-DC flyback converter with delta-sigma modulation.,ISCAS,ISCAS
Experimental validation of a novel adaptive controller for piecewise affine systems.,ISCAS,ISCAS
L-shaped segmentations in motion-compensated prediction of H.264.,ISCAS,SIGGRAPH
IP Fast ReRoute: Lightweight Not-Via without Additional Addresses.,INFOCOM,INFOCOM
Adapting databases and WebDAV protocol.,WWW,VLDB
A robust PRML read channel with digital timing recovery for multi-format optical disc.,ISCAS,INFOCOM
Design considerations and experimental results of continuously-tuned reconfigurable CMOS LNAs.,ISCAS,ISCAS
Complex Network Measurements: Estimating the Relevance of Observed Properties.,INFOCOM,WWW
On Multi-Column Foreign Key Discovery.,VLDB,VLDB
Auditory speech processing for scale-shift covariance and its evaluation in automatic speech recognition.,ISCAS,ISCAS
A scripting language for Digital Content Creation applications.,SIGGRAPH,SIGGRAPH
A Framework for Optimal Battery Management for Wireless Nodes.,INFOCOM,WWW
Computation of unstable limit cycles in large-scale power system models.,ISCAS,ISCAS
A novel CMOS current mode fully differential tanh (x) implementation.,ISCAS,ISCAS
11 GHz UGBW Op-amp with feed-forward compensation technique.,ISCAS,ISCAS
Capacitor scaling for low-power design of cyclic analog-to-digital converters.,ISCAS,ISCAS
Improved Wideband Blind Adaptive System Identification Using Decorrelation Filters for the Localization of Multiple Speakers.,ISCAS,SIGGRAPH
System Co-Design and Data Management for Flash Devices.,VLDB,VLDB
Multimode digital SMPS controller IC for low-power management.,ISCAS,ISCAS
A Dynamic Frame Sizing Algorithm for CICQ Switches with 100% Throughput.,INFOCOM,ISCAS
Estimating fluid simulation parameters from videos.,SIGGRAPH,SIGGRAPH
A novel high-speed and low-power negative voltage level shifter for low voltage applications.,ISCAS,ISCAS
Design and analysis of skewed-distribution scan chain partition for improved test data compression.,ISCAS,ISCAS
Per-Flow Queueing by Dynamic Queue Sharing.,INFOCOM,INFOCOM
IP fast ReRoute: Loop Free Alternates revisited.,INFOCOM,INFOCOM
FingerSight&amp;trade;: fingertip control and haptic sensing of the visual environment.,SIGGRAPH,SIGGRAPH
